Identifier	Name	Type	Category
ENSG00000124713	GNMT	Gene	
ENSG00000100985	MMP9	Gene	
ENSG00000121207	LRAT	Gene	
ENSG00000160014	CALM3	Gene	
ENSG00000100983	GSS	Gene	
ENSG00000151090	THRB	Gene	
ENSG00000160013	PTGIR	Gene	
ENSG00000183134	PTGDR2	Gene	
ENSG00000188822	CNR2	Gene	
ENSG00000160255	ITGB2	Gene	
ENSG00000186642	PDE2A	Gene	
ENSG00000164615	CAMLG	Gene	
ENSG00000185313	SCN10A	Gene	
ENSG00000165704	HPRT1	Gene	
ENSG00000233276	GPX1	Gene	
ENSG00000162434	JAK1	Gene	
ENSG00000112715	VEGFA	Gene	
ENSG00000257473	HLA-DQA2	Gene	
ENSG00000278195	SSTR3	Gene	
ENSG00000198851	CD3E	Gene	
ENSG00000172482	AGXT	Gene	
ENSG00000196433	ASMT	Gene	
ENSG00000130164	LDLR	Gene	
ENSG00000174669	SLC29A2	Gene	
ENSG00000153029	MR1	Gene	
ENSG00000145888	GLRA1	Gene	
ENSG00000143226	FCGR2A	Gene	
ENSG00000140199	SLC12A6	Gene	
ENSG00000122787	AKR1D1	Gene	
ENSG00000164867	NOS3	Gene	
ENSG00000121691	CAT	Gene	
ENSG00000108691	CCL2	Gene	
ENSG00000203857	HSD3B1	Gene	
ENSG00000203859	HSD3B2	Gene	
ENSG00000074803	SLC12A1	Gene	
ENSG00000069431	ABCC9	Gene	
ENSG00000107159	CA9	Gene	
ENSG00000153253	SCN3A	Gene	
ENSG00000026508	CD44	Gene	
ENSG00000198400	NTRK1	Gene	
ENSG00000094631	HDAC6	Gene	
ENSG00000128052	KDR	Gene	
ENSG00000239836	PSMB9	Gene	
ENSG00000128050	PAICS	Gene	
ENSG00000198888	MT-ND1	Gene	
ENSG00000135821	GLUL	Gene	
ENSG00000169083	AR	Gene	
ENSG00000151079	KCNA6	Gene	
ENSG00000131462	TUBG1	Gene	
ENSG00000162692	VCAM1	Gene	
ENSG00000224586	GPX5	Gene	
ENSG00000163541	SUCLG1	Gene	
ENSG00000101856	PGRMC1	Gene	
ENSG00000143450	OAZ3	Gene	
ENSG00000164879	CA3	Gene	
ENSG00000259207	ITGB3	Gene	
ENSG00000128059	PPAT	Gene	
ENSG00000187758	ADH1A	Gene	
ENSG00000131477	RAMP2	Gene	
ENSG00000151067	CACNA1C	Gene	
ENSG00000090020	SLC9A1	Gene	
ENSG00000132329	RAMP1	Gene	
ENSG00000111886	GABRR2	Gene	
ENSG00000136928	GABBR2	Gene	
ENSG00000110799	VWF	Gene	
ENSG00000129151	BBOX1	Gene	
ENSG00000118260	CREB1	Gene	
ENSG00000175535	PNLIP	Gene	
ENSG00000173599	PC	Gene	
ENSG00000131471	AOC3	Gene	
ENSG00000025423	HSD17B6	Gene	
ENSG00000196218	RYR1	Gene	
ENSG00000165970	SLC6A5	Gene	
ENSG00000228716	DHFR	Gene	
ENSG00000186652	PRG2	Gene	
ENSG00000160282	FTCD	Gene	
ENSG00000109320	NFKB1	Gene	
ENSG00000166825	ANPEP	Gene	
ENSG00000139190	VAMP1	Gene	
ENSG00000123610	TNFAIP6	Gene	
ENSG00000165731	RET	Gene	
ENSG00000145864	GABRB2	Gene	
ENSG00000129159	KCNC1	Gene	
ENSG00000145863	GABRA6	Gene	
ENSG00000070669	ASNS	Gene	
ENSG00000215644	GCGR	Gene	
ENSG00000131686	CA6	Gene	
ENSG00000073756	PTGS2	Gene	
ENSG00000132535	DLG4	Gene	
ENSG00000196482	ESRRG	Gene	
ENSG00000006638	TBXA2R	Gene	
ENSG00000166828	SCNN1G	Gene	
ENSG00000128271	ADORA2A	Gene	
ENSG00000095303	PTGS1	Gene	
ENSG00000127184	COX7C	Gene	
ENSG00000198668	CALM1	Gene	
ENSG00000171189	GRIK1	Gene	
ENSG00000173369	C1QB	Gene	
ENSG00000138079	SLC3A1	Gene	
ENSG00000081148	IMPG2	Gene	
ENSG00000138074	SLC5A6	Gene	
ENSG00000164418	GRIK2	Gene	
ENSG00000080293	SCTR	Gene	
ENSG00000108423	TUBD1	Gene	
ENSG00000122971	ACADS	Gene	
ENSG00000176884	GRIN1	Gene	
ENSG00000047457	CP	Gene	
ENSG00000053918	KCNQ1	Gene	
ENSG00000196230	TUBB	Gene	
ENSG00000197561	ELANE	Gene	
ENSG00000198650	TAT	Gene	
ENSG00000173372	C1QA	Gene	
ENSG00000156738	MS4A1	Gene	
ENSG00000121897	LIAS	Gene	
ENSG00000036565	SLC18A1	Gene	
ENSG00000166840	GLYATL1	Gene	
ENSG00000116032	GRIN3B	Gene	
ENSG00000175309	PHYKPL	Gene	
ENSG00000120329	SLC25A2	Gene	
ENSG00000204983	PRSS1	Gene	
ENSG00000184494	NEU1	Gene	
ENSG00000184254	ALDH1A3	Gene	
ENSG00000185100	ADSSL1	Gene	
ENSG00000105383	CD33	Gene	
ENSG00000162009	SSTR5	Gene	
ENSG00000165995	CACNB2	Gene	
ENSG00000107562	CXCL12	Gene	
ENSG00000073734	ABCB11	Gene	
ENSG00000196262	PPIA	Gene	
ENSG00000197594	ENPP1	Gene	
ENSG00000176890	TYMS	Gene	
ENSG00000197119	SLC25A29	Gene	
ENSG00000077097	TOP2B	Gene	
ENSG00000077092	RARB	Gene	
ENSG00000162496	DHRS3	Gene	
ENSG00000057252	SOAT1	Gene	
ENSG00000225635	DDAH2	Gene	
ENSG00000188641	DPYD	Gene	
ENSG00000163581	SLC2A2	Gene	
ENSG00000163106	HPGDS	Gene	
ENSG00000186469	GNG2	Gene	
ENSG00000234343	NEU1	Gene	
ENSG00000108684	ASIC2	Gene	
ENSG00000015413	DPEP1	Gene	
ENSG00000167701	GPT	Gene	
ENSG00000106258	CYP3A5	Gene	
ENSG00000129596	CDO1	Gene	
ENSG00000198670	LPA	Gene	
ENSG00000050628	PTGER3	Gene	
ENSG00000198431	TXNRD1	Gene	
ENSG00000197584	KCNMB2	Gene	
ENSG00000243067	PSMB9	Gene	
ENSG00000132763	MMACHC	Gene	
ENSG00000268104	SLC6A14	Gene	
ENSG00000100714	MTHFD1	Gene	
ENSG00000166862	CACNG2	Gene	
ENSG00000117385	P3H1	Gene	
ENSG00000183185	GABRR3	Gene	
ENSG00000121879	PIK3CA	Gene	
ENSG00000156709	AIFM1	Gene	
ENSG00000142319	SLC6A3	Gene	
ENSG00000168806	LCMT2	Gene	
ENSG00000180914	OXTR	Gene	
ENSG00000226979	LTA	Gene	
ENSG00000142798	HSPG2	Gene	
ENSG00000163599	CTLA4	Gene	
ENSG00000167711	SERPINF2	Gene	
ENSG00000149295	DRD2	Gene	
ENSG00000127022	CANX	Gene	
ENSG00000177885	GRB2	Gene	
ENSG00000133706	LARS	Gene	
ENSG00000206298	PSMB8	Gene	
ENSG00000084207	GSTP1	Gene	
ENSG00000138395	CDK15	Gene	
ENSG00000163485	ADORA1	Gene	
ENSG00000162396	PARS2	Gene	
ENSG00000116120	FARSB	Gene	
ENSG00000138398	PPIG	Gene	
ENSG00000145936	KCNMB1	Gene	
ENSG00000084453	SLCO1A2	Gene	
ENSG00000184185	KCNJ12	Gene	
ENSG00000188784	PLA2G2E	Gene	
ENSG00000121966	CXCR4	Gene	
ENSG00000168938	PPIC	Gene	
ENSG00000140009	ESR2	Gene	
ENSG00000099937	SERPIND1	Gene	
ENSG00000081181	ARG2	Gene	
ENSG00000103056	SMPD3	Gene	
ENSG00000178741	COX5A	Gene	
ENSG00000130203	APOE	Gene	
ENSG00000092068	SLC7A8	Gene	
ENSG00000269858	EGLN2	Gene	
ENSG00000196154	S100A4	Gene	
ENSG00000196396	PTPN1	Gene	
ENSG00000011083	SLC6A7	Gene	
ENSG00000074410	CA12	Gene	
ENSG00000110811	P3H3	Gene	
ENSG00000206289	RXRB	Gene	
ENSG00000151366	NDUFC2	Gene	
ENSG00000086619	ERO1LB	Gene	
ENSG00000186350	RXRA	Gene	
ENSG00000243480	AMY2A	Gene	
ENSG00000233209	HLA-DQB1	Gene	
ENSG00000188536	HBA2	Gene	
ENSG00000188778	ADRB3	Gene	
ENSG00000225824	HLA-DQB1	Gene	
ENSG00000142657	PGD	Gene	
ENSG00000129219	PLD2	Gene	
ENSG00000137070	IL11RA	Gene	
ENSG00000129214	SHBG	Gene	
ENSG00000105464	GRIN2D	Gene	
ENSG00000007908	SELE	Gene	
ENSG00000106348	IMPDH1	Gene	
ENSG00000198363	ASPH	Gene	
ENSG00000106105	GARS	Gene	
ENSG00000095321	CRAT	Gene	
ENSG00000174156	GSTA3	Gene	
ENSG00000072682	P4HA2	Gene	
ENSG00000147099	HDAC8	Gene	
ENSG00000131747	TOP2A	Gene	
ENSG00000152207	CYSLTR2	Gene	
ENSG00000065911	MTHFD2	Gene	
ENSG00000117479	SLC19A2	Gene	
ENSG00000005961	ITGA2B	Gene	
ENSG00000185291	IL3RA	Gene	
ENSG00000100804	PSMB5	Gene	
ENSG00000162174	ASRGL1	Gene	
ENSG00000168959	GRM5	Gene	
ENSG00000070019	GUCY2C	Gene	
ENSG00000176340	COX8A	Gene	
ENSG00000072694	FCGR2B	Gene	
ENSG00000131759	RARA	Gene	
ENSG00000196177	ACADSB	Gene	
ENSG00000198598	MMP17	Gene	
ENSG00000198356	ASNA1	Gene	
ENSG00000176105	YES1	Gene	
ENSG00000119630	PGF	Gene	
ENSG00000132840	BHMT2	Gene	
ENSG00000004864	SLC25A13	Gene	
ENSG00000117461	PIK3R3	Gene	
ENSG00000120868	APAF1	Gene	
ENSG00000143727	ACP1	Gene	
ENSG00000164362	TERT	Gene	
ENSG00000140459	CYP11A1	Gene	
ENSG00000082482	KCNK2	Gene	
ENSG00000165457	FOLR2	Gene	
ENSG00000231286	HLA-DQB1	Gene	
ENSG00000189409	MMP23B	Gene	
ENSG00000105486	LIG1	Gene	
ENSG00000014138	POLA2	Gene	
ENSG00000107611	CUBN	Gene	
ENSG00000105675	ATP4A	Gene	
ENSG00000152661	GJA1	Gene	
ENSG00000142619	PADI3	Gene	
ENSG00000107614	TRDMT1	Gene	
ENSG00000174175	SELP	Gene	
ENSG00000211445	GPX3	Gene	
ENSG00000116329	OPRD1	Gene	
ENSG00000027697	IFNGR1	Gene	
ENSG00000139687	RB1	Gene	
ENSG00000151577	DRD3	Gene	
ENSG00000138115	CYP2C8	Gene	
ENSG00000178537	SLC25A20	Gene	
ENSG00000178538	CA8	Gene	
ENSG00000117411	B4GALT2	Gene	
ENSG00000163285	GABRG1	Gene	
ENSG00000166311	SMPD1	Gene	
ENSG00000166794	PPIB	Gene	
ENSG00000115232	ITGA4	Gene	
ENSG00000163286	ALPPL2	Gene	
ENSG00000139684	ESD	Gene	
ENSG00000163288	GABRB1	Gene	
ENSG00000142627	EPHA2	Gene	
ENSG00000278540	ACACA	Gene	
ENSG00000187258	NPSR1	Gene	
ENSG00000142623	PADI1	Gene	
ENSG00000048392	RRM2B	Gene	
ENSG00000140443	IGF1R	Gene	
ENSG00000108932	SLC16A6	Gene	
ENSG00000131730	CKMT2	Gene	
ENSG00000130643	CALY	Gene	
ENSG00000148154	UGCG	Gene	
ENSG00000149485	FADS1	Gene	
ENSG00000105426	PTPRS	Gene	
ENSG00000074695	LMAN1	Gene	
ENSG00000064651	SLC12A2	Gene	
ENSG00000179639	FCER1A	Gene	
ENSG00000280873	DGKD	Gene	
ENSG00000139219	COL2A1	Gene	
ENSG00000065989	PDE4A	Gene	
ENSG00000118520	ARG1	Gene	
ENSG00000170820	FSHR	Gene	
ENSG00000117400	MPL	Gene	
ENSG00000135094	SDS	Gene	
ENSG00000138363	ATIC	Gene	
ENSG00000187242	KRT12	Gene	
ENSG00000116791	CRYZ	Gene	
ENSG00000187486	KCNJ11	Gene	
ENSG00000188338	SLC38A3	Gene	
ENSG00000141526	SLC16A3	Gene	
ENSG00000180616	SSTR2	Gene	
ENSG00000140675	SLC5A2	Gene	
ENSG00000168748	CA7	Gene	
ENSG00000103485	QPRT	Gene	
ENSG00000104365	IKBKB	Gene	
ENSG00000126351	THRA	Gene	
ENSG00000073578	SDHA	Gene	
ENSG00000003989	SLC7A2	Gene	
ENSG00000106546	AHR	Gene	
ENSG00000104368	PLAT	Gene	
ENSG00000099960	SLC7A4	Gene	
ENSG00000139428	MMAB	Gene	
ENSG00000037280	FLT4	Gene	
ENSG00000152402	GUCY1A2	Gene	
ENSG00000273079	GRIN2B	Gene	
ENSG00000115252	PDE1A	Gene	
ENSG00000164399	IL3	Gene	
ENSG00000085563	ABCB1	Gene	
ENSG00000088832	FKBP1A	Gene	
ENSG00000143933	CALM2	Gene	
ENSG00000232569	GABBR1	Gene	
ENSG00000141510	TP53	Gene	
ENSG00000102172	SMS	Gene	
ENSG00000099953	MMP11	Gene	
ENSG00000115008	IL1A	Gene	
ENSG00000159267	HLCS	Gene	
ENSG00000178568	ERBB4	Gene	
ENSG00000115488	NEU2	Gene	
ENSG00000115486	GGCX	Gene	
ENSG00000167434	CA4	Gene	
ENSG00000168765	GSTM4	Gene	
ENSG00000136160	EDNRB	Gene	
ENSG00000088826	SMOX	Gene	
ENSG00000137491	SLCO2B1	Gene	
ENSG00000187266	EPOR	Gene	
ENSG00000258947	TUBB3	Gene	
ENSG00000232575	TUBB	Gene	
ENSG00000010810	FYN	Gene	
ENSG00000104783	KCNN4	Gene	
ENSG00000102362	SYTL4	Gene	
ENSG00000176153	GPX2	Gene	
ENSG00000160801	PTH1R	Gene	
ENSG00000149452	SLC22A8	Gene	
ENSG00000177000	MTHFR	Gene	
ENSG00000104549	SQLE	Gene	
ENSG00000153956	CACNA2D1	Gene	
ENSG00000135046	ANXA1	Gene	
ENSG00000105639	JAK3	Gene	
ENSG00000263243	KRT12	Gene	
ENSG00000112164	GLP1R	Gene	
ENSG00000138798	EGF	Gene	
ENSG00000116761	CTH	Gene	
ENSG00000113494	PRLR	Gene	
ENSG00000277656	GSTT1	Gene	
ENSG00000188386	PPP3R2	Gene	
ENSG00000137462	TLR2	Gene	
ENSG00000166598	HSP90B1	Gene	
ENSG00000113492	AGXT2	Gene	
ENSG00000141736	ERBB2	Gene	
ENSG00000277893	SRD5A2	Gene	
ENSG00000168539	CHRM1	Gene	
ENSG00000165029	ABCA1	Gene	
ENSG00000125245	GPR18	Gene	
ENSG00000100170	SLC5A1	Gene	
ENSG00000244734	HBB	Gene	
ENSG00000204264	PSMB8	Gene	
ENSG00000115425	PECR	Gene	
ENSG00000244731	C4A	Gene	
ENSG00000117601	SERPINC1	Gene	
ENSG00000114573	ATP6V1A	Gene	
ENSG00000189221	MAOA	Gene	
ENSG00000166123	GPT2	Gene	
ENSG00000166126	AMN	Gene	
ENSG00000281917	SLC16A1	Gene	
ENSG00000051382	PIK3CB	Gene	
ENSG00000136143	SUCLA2	Gene	
ENSG00000168542	COL3A1	Gene	
ENSG00000197081	IGF2R	Gene	
ENSG00000104321	TRPA1	Gene	
ENSG00000126790	L3HYPDH	Gene	
ENSG00000122194	PLG	Gene	
ENSG00000137204	SLC22A7	Gene	
ENSG00000171960	PPIH	Gene	
ENSG00000072042	RDH11	Gene	
ENSG00000171720	HDAC3	Gene	
ENSG00000204490	TNF	Gene	
ENSG00000265203	RBP3	Gene	
ENSG00000228267	C4B	Gene	
ENSG00000230108	TNF	Gene	
ENSG00000167468	GPX4	Gene	
ENSG00000206439	TNF	Gene	
ENSG00000023909	GCLM	Gene	
ENSG00000008394	MGST1	Gene	
ENSG00000275211	CYP2D6	Gene	
ENSG00000105650	PDE4C	Gene	
ENSG00000124140	SLC12A5	Gene	
ENSG00000105642	KCNN1	Gene	
ENSG00000130821	SLC6A8	Gene	
ENSG00000105647	PIK3R2	Gene	
ENSG00000114115	RBP1	Gene	
ENSG00000153922	CHD1	Gene	
ENSG00000028137	TNFRSF1B	Gene	
ENSG00000179218	CALR	Gene	
ENSG00000067704	IARS2	Gene	
ENSG00000139631	CSAD	Gene	
ENSG00000139874	SSTR1	Gene	
ENSG00000117862	TXNDC12	Gene	
ENSG00000113263	ITK	Gene	
ENSG00000086205	FOLH1	Gene	
ENSG00000166148	AVPR1A	Gene	
ENSG00000276559	BAAT	Gene	
ENSG00000134184	GSTM1	Gene	
ENSG00000172819	RARG	Gene	
ENSG00000147246	HTR2C	Gene	
ENSG00000130816	DNMT1	Gene	
ENSG00000146399	TAAR1	Gene	
ENSG00000177272	KCNA3	Gene	
ENSG00000169418	NPR1	Gene	
ENSG00000010610	CD4	Gene	
ENSG00000103222	ABCC1	Gene	
ENSG00000100197	CYP2D6	Gene	
ENSG00000101470	TNNC2	Gene	
ENSG00000180210	F2	Gene	
ENSG00000090530	P3H2	Gene	
ENSG00000147471	PROSC	Gene	
ENSG00000135002	RFK	Gene	
ENSG00000170890	PLA2G1B	Gene	
ENSG00000106927	AMBP	Gene	
ENSG00000158125	XDH	Gene	
ENSG00000116962	NID1	Gene	
ENSG00000111275	ALDH2	Gene	
ENSG00000151729	SLC25A4	Gene	
ENSG00000149418	ST14	Gene	
ENSG00000151726	ACSL1	Gene	
ENSG00000231852	CYP21A2	Gene	
ENSG00000109193	SULT1E1	Gene	
ENSG00000153904	DDAH1	Gene	
ENSG00000135480	KRT7	Gene	
ENSG00000123268	ATF1	Gene	
ENSG00000124357	NAGK	Gene	
ENSG00000070915	SLC12A3	Gene	
ENSG00000100385	IL2RB	Gene	
ENSG00000169427	KCNK9	Gene	
ENSG00000182866	LCK	Gene	
ENSG00000017260	ATP2C1	Gene	
ENSG00000161944	ASGR2	Gene	
ENSG00000113448	PDE4D	Gene	
ENSG00000099337	KCNK6	Gene	
ENSG00000075388	FGF4	Gene	
ENSG00000081800	SLC13A1	Gene	
ENSG00000042445	RETSAT	Gene	
ENSG00000115866	DARS	Gene	
ENSG00000228691	NEU1	Gene	
ENSG00000116711	PLA2G4A	Gene	
ENSG00000112115	IL17A	Gene	
ENSG00000137673	MMP7	Gene	
ENSG00000111262	KCNA1	Gene	
ENSG00000137674	MMP20	Gene	
ENSG00000170421	KRT8	Gene	
ENSG00000228454	C4B	Gene	
ENSG00000137675	MMP27	Gene	
ENSG00000170899	GSTA4	Gene	
ENSG00000169676	DRD5	Gene	
ENSG00000169432	SCN9A	Gene	
ENSG00000135250	SRPK2	Gene	
ENSG00000227129	NEU1	Gene	
ENSG00000166165	CKB	Gene	
ENSG00000148795	CYP17A1	Gene	
ENSG00000169439	SDC2	Gene	
ENSG00000160868	CYP3A4	Gene	
ENSG00000080709	KCNN2	Gene	
ENSG00000124570	SERPINB6	Gene	
ENSG00000160867	FGFR4	Gene	
ENSG00000144182	LIPT1	Gene	
ENSG00000104524	PYCRL	Gene	
ENSG00000179002	TAS1R2	Gene	
ENSG00000012817	KDM5D	Gene	
ENSG00000076685	NT5C2	Gene	
ENSG00000138735	PDE5A	Gene	
ENSG00000170430	MGMT	Gene	
ENSG00000115414	FN1	Gene	
ENSG00000115896	PLCL1	Gene	
ENSG00000171522	PTGER4	Gene	
ENSG00000158104	HPD	Gene	
ENSG00000116984	MTR	Gene	
ENSG00000171766	GATM	Gene	
ENSG00000240583	AQP1	Gene	
ENSG00000113231	PDE8B	Gene	
ENSG00000170425	ADORA2B	Gene	
ENSG00000168356	SCN11A	Gene	
ENSG00000171759	PAH	Gene	
ENSG00000229314	ORM1	Gene	
ENSG00000151704	KCNJ1	Gene	
ENSG00000276747	PADI6	Gene	
ENSG00000169684	CHRNA5	Gene	
ENSG00000169442	CD52	Gene	
ENSG00000091831	ESR1	Gene	
ENSG00000231631	PSMB8	Gene	
ENSG00000178394	HTR1A	Gene	
ENSG00000184845	DRD1	Gene	
ENSG00000240118	PSMB9	Gene	
ENSG00000145020	AMT	Gene	
ENSG00000165092	ALDH1A1	Gene	
ENSG00000206466	GABBR1	Gene	
ENSG00000065325	GLP2R	Gene	
ENSG00000105607	GCDH	Gene	
ENSG00000077782	FGFR1	Gene	
ENSG00000196811	CHRNG	Gene	
ENSG00000158578	ALAS2	Gene	
ENSG00000157005	SST	Gene	
ENSG00000197901	SLC22A6	Gene	
ENSG00000170445	HARS	Gene	
ENSG00000276996	SLC6A3	Gene	
ENSG00000189046	ALKBH2	Gene	
ENSG00000231408	LTA	Gene	
ENSG00000160882	CYP11B1	Gene	
ENSG00000124588	NQO2	Gene	
ENSG00000100156	SLC16A8	Gene	
ENSG00000125675	GRIA3	Gene	
ENSG00000126522	ASL	Gene	
ENSG00000101000	PROCR	Gene	
ENSG00000262795	IFNGR2	Gene	
ENSG00000115718	PROC	Gene	
ENSG00000066468	FGFR2	Gene	
ENSG00000082701	GSK3B	Gene	
ENSG00000137745	MMP13	Gene	
ENSG00000158445	KCNB1	Gene	
ENSG00000198900	TOP1	Gene	
ENSG00000274542	CHRNA7	Gene	
ENSG00000148408	CACNA1B	Gene	
ENSG00000196715	VKORC1L1	Gene	
ENSG00000227315	NEU1	Gene	
ENSG00000127948	POR	Gene	
ENSG00000169100	SLC25A6	Gene	
ENSG00000227317	DDAH2	Gene	
ENSG00000144285	SCN1A	Gene	
ENSG00000184984	CHRM5	Gene	
ENSG00000184500	PROS1	Gene	
ENSG00000179142	CYP11B2	Gene	
ENSG00000143198	MGST3	Gene	
ENSG00000102882	MAPK3	Gene	
ENSG00000123342	MMP19	Gene	
ENSG00000182326	C1S	Gene	
ENSG00000237112	GABBR1	Gene	
ENSG00000262785	PKLR	Gene	
ENSG00000140905	GCSH	Gene	
ENSG00000115705	TPO	Gene	
ENSG00000262304	TRPV1	Gene	
ENSG00000114859	CLCN2	Gene	
ENSG00000242711	PSMB9	Gene	
ENSG00000113525	IL5	Gene	
ENSG00000114854	TNNC1	Gene	
ENSG00000137513	NARS2	Gene	
ENSG00000268089	GABRQ	Gene	
ENSG00000134489	HRH4	Gene	
ENSG00000157103	SLC6A1	Gene	
ENSG00000170345	FOS	Gene	
ENSG00000227322	RXRB	Gene	
ENSG00000137752	CASP1	Gene	
ENSG00000231823	HLA-DQA2	Gene	
ENSG00000149968	MMP3	Gene	
ENSG00000125538	IL1B	Gene	
ENSG00000182793	GSTA5	Gene	
ENSG00000090316	MAEA	Gene	
ENSG00000086062	B4GALT1	Gene	
ENSG00000122025	FLT3	Gene	
ENSG00000108179	PPIF	Gene	
ENSG00000213366	GSTM2	Gene	
ENSG00000241878	PISD	Gene	
ENSG00000160307	S100B	Gene	
ENSG00000180398	MCFD2	Gene	
ENSG00000163815	CLEC3B	Gene	
ENSG00000143171	RXRG	Gene	
ENSG00000162728	KCNJ9	Gene	
ENSG00000116824	CD2	Gene	
ENSG00000065357	DGKA	Gene	
ENSG00000104848	KCNA7	Gene	
ENSG00000136877	FPGS	Gene	
ENSG00000131187	F12	Gene	
ENSG00000160791	CCR5	Gene	
ENSG00000120053	GOT1	Gene	
ENSG00000101336	HCK	Gene	
ENSG00000162733	DDR2	Gene	
ENSG00000100003	SEC14L2	Gene	
ENSG00000100243	CYB5R3	Gene	
ENSG00000063180	CA11	Gene	
ENSG00000164919	COX6C	Gene	
ENSG00000135318	NT5E	Gene	
ENSG00000043591	ADRB1	Gene	
ENSG00000138823	MTTP	Gene	
ENSG00000131196	NFATC1	Gene	
ENSG00000136881	BAAT	Gene	
ENSG00000113302	IL12B	Gene	
ENSG00000135312	HTR1B	Gene	
ENSG00000157326	DHRS4	Gene	
ENSG00000137731	FXYD2	Gene	
ENSG00000007216	SLC13A2	Gene	
ENSG00000173868	PHOSPHO1	Gene	
ENSG00000134460	IL2RA	Gene	
ENSG00000100479	POLE2	Gene	
ENSG00000036828	CASR	Gene	
ENSG00000156471	PTDSS1	Gene	
ENSG00000178084	HTR3C	Gene	
ENSG00000155380	SLC16A1	Gene	
ENSG00000146674	IGFBP3	Gene	
ENSG00000079999	KEAP1	Gene	
ENSG00000078668	VDAC3	Gene	
ENSG00000182333	LIPF	Gene	
ENSG00000182578	CSF1R	Gene	
ENSG00000273686	B2M	Gene	
ENSG00000239732	TLR9	Gene	
ENSG00000111319	SCNN1A	Gene	
ENSG00000115919	KYNU	Gene	
ENSG00000186716	BCR	Gene	
ENSG00000162747	FCGR3B	Gene	
ENSG00000162989	KCNJ3	Gene	
ENSG00000233192	HLA-DQA2	Gene	
ENSG00000069535	MAOB	Gene	
ENSG00000180176	TH	Gene	
ENSG00000144481	TRPM8	Gene	
ENSG00000204231	RXRB	Gene	
ENSG00000168291	PDHB	Gene	
ENSG00000135766	EGLN1	Gene	
ENSG00000198704	GPX6	Gene	
ENSG00000196517	SLC6A9	Gene	
ENSG00000077150	NFKB2	Gene	
ENSG00000198938	MT-CO3	Gene	
ENSG00000108381	ASPA	Gene	
ENSG00000109471	IL2	Gene	
ENSG00000005022	SLC25A5	Gene	
ENSG00000125966	MMP24	Gene	
ENSG00000183454	GRIN2A	Gene	
ENSG00000185875	THNSL1	Gene	
ENSG00000109472	CPE	Gene	
ENSG00000121361	KCNJ8	Gene	
ENSG00000228849	TNF	Gene	
ENSG00000235134	CYP21A2	Gene	
ENSG00000181019	NQO1	Gene	
ENSG00000136628	EPRS	Gene	
ENSG00000110218	PANX1	Gene	
ENSG00000136869	TLR4	Gene	
ENSG00000137714	FDX1	Gene	
ENSG00000078018	MAP2	Gene	
ENSG00000115902	SLC1A4	Gene	
ENSG00000113721	PDGFRB	Gene	
ENSG00000168065	SLC22A11	Gene	
ENSG00000134684	YARS	Gene	
ENSG00000196511	TPK1	Gene	
ENSG00000157542	KCNJ6	Gene	
ENSG00000198931	APRT	Gene	
ENSG00000131174	COX7B	Gene	
ENSG00000134440	NARS	Gene	
ENSG00000196754	S100A2	Gene	
ENSG00000134201	GSTM5	Gene	
ENSG00000134202	GSTM3	Gene	
ENSG00000225103	HLA-DQA2	Gene	
ENSG00000124406	ATP8A1	Gene	
ENSG00000169397	RNASE3	Gene	
ENSG00000186951	PPARA	Gene	
ENSG00000101981	F9	Gene	
ENSG00000148834	GSTO1	Gene	
ENSG00000125730	C3	Gene	
ENSG00000158869	FCER1G	Gene	
ENSG00000214013	GANC	Gene	
ENSG00000135503	ACVR1B	Gene	
ENSG00000065154	OAT	Gene	
ENSG00000172572	PDE3A	Gene	
ENSG00000174990	CA5A	Gene	
ENSG00000198963	RORB	Gene	
ENSG00000008516	MMP25	Gene	
ENSG00000197632	SERPINB2	Gene	
ENSG00000197635	DPP4	Gene	
ENSG00000196305	IARS	Gene	
ENSG00000131143	COX4I1	Gene	
ENSG00000224264	VARS	Gene	
ENSG00000156689	GLYATL2	Gene	
ENSG00000196549	MME	Gene	
ENSG00000122679	RAMP3	Gene	
ENSG00000226201	PSMB8	Gene	
ENSG00000146648	EGFR	Gene	
ENSG00000120251	GRIA2	Gene	
ENSG00000055118	KCNH2	Gene	
ENSG00000143374	TARS2	Gene	
ENSG00000058866	DGKG	Gene	
ENSG00000182389	CACNB4	Gene	
ENSG00000113749	HRH2	Gene	
ENSG00000172340	SUCLG2	Gene	
ENSG00000111325	OGFOD2	Gene	
ENSG00000113504	SLC12A7	Gene	
ENSG00000135750	KCNK1	Gene	
ENSG00000204681	GABBR1	Gene	
ENSG00000003056	M6PR	Gene	
ENSG00000198712	MT-CO2	Gene	
ENSG00000158850	B4GALT3	Gene	
ENSG00000173432	SAA1	Gene	
ENSG00000157764	BRAF	Gene	
ENSG00000131398	KCNC3	Gene	
ENSG00000103707	MTFMT	Gene	
ENSG00000121594	CD80	Gene	
ENSG00000240508	PSMB9	Gene	
ENSG00000070748	CHAT	Gene	
ENSG00000089597	GANAB	Gene	
ENSG00000070501	POLB	Gene	
ENSG00000161217	PCYT1A	Gene	
ENSG00000163631	ALB	Gene	
ENSG00000090339	ICAM1	Gene	
ENSG00000234078	DDR1	Gene	
ENSG00000145545	SRD5A1	Gene	
ENSG00000233151	CYP21A2	Gene	
ENSG00000130037	KCNA5	Gene	
ENSG00000154485	MMP21	Gene	
